structure,sp_index,die_x,die_y,die,measurement_id,wtp_step_5_6_v,wtp_step_5_6_mv,wtp_step_9_10_v,wtp_step_9_10_mv,wtp_worst_min_v,wtp_worst_min_mv,wtp_avg_v,wtp_avg_mv,step_5_6_status,step_9_10_status,point_status,step_5_6_file,step_9_10_file,step_5_6_path,step_9_10_path
SP01,1,5,4,"(5,4)",71,0.5719515948710163,571.9515948710164,0.29002761854001013,290.0276185400101,0.29002761854001013,290.0276185400101,0.43098960670551323,430.9896067055132,valid_crossing,valid_crossing,valid_both,step_5&6 [PQ57601w11_SP _ 5 4    _Subsite_1__Subsite_  (71) ; 6_17_2026 3_48_08 PM].csv,step_9&10 [PQ57601w11_SP _ 5 4    _Subsite_1__Subsite_  (71) ; 6_17_2026 3_48_13 PM].csv,E:\IHP_POSTprocess\WTP\SP01\step_5&6 [PQ57601w11_SP _ 5 4    _Subsite_1__Subsite_  (71) ; 6_17_2026 3_48_08 PM].csv,E:\IHP_POSTprocess\WTP\SP01\step_9&10 [PQ57601w11_SP _ 5 4    _Subsite_1__Subsite_  (71) ; 6_17_2026 3_48_13 PM].csv
SP01,1,5,6,"(5,6)",140,0.28824419124350015,288.24419124350015,0.2878340153106991,287.8340153106991,0.2878340153106991,287.8340153106991,0.2880391032770996,288.03910327709957,valid_crossing,valid_crossing,valid_both,step_5&6 [PQ57601w11_SP _ 5 6    _Subsite_1__Subsite_  (140) ; 6_17_2026 4_06_49 PM].csv,step_9&10 [PQ57601w11_SP _ 5 6    _Subsite_1__Subsite_  (140) ; 6_17_2026 4_06_54 PM].csv,E:\IHP_POSTprocess\WTP\SP01\step_5&6 [PQ57601w11_SP _ 5 6    _Subsite_1__Subsite_  (140) ; 6_17_2026 4_06_49 PM].csv,E:\IHP_POSTprocess\WTP\SP01\step_9&10 [PQ57601w11_SP _ 5 6    _Subsite_1__Subsite_  (140) ; 6_17_2026 4_06_54 PM].csv
SP01,1,10,2,"(10,2)",25,0.24660654285058858,246.6065428505886,0.2676317334888286,267.6317334888286,0.24660654285058858,246.6065428505886,0.2571191381697086,257.1191381697086,valid_crossing,valid_crossing,valid_both,step_5&6 [PQ57601w11_SP _ 10 2    _Subsite_1__Subsite_  (25) ; 6_17_2026 3_35_39 PM].csv,step_9&10 [PQ57601w11_SP _ 10 2    _Subsite_1__Subsite_  (25) ; 6_17_2026 3_35_44 PM].csv,E:\IHP_POSTprocess\WTP\SP01\step_5&6 [PQ57601w11_SP _ 10 2    _Subsite_1__Subsite_  (25) ; 6_17_2026 3_35_39 PM].csv,E:\IHP_POSTprocess\WTP\SP01\step_9&10 [PQ57601w11_SP _ 10 2    _Subsite_1__Subsite_  (25) ; 6_17_2026 3_35_44 PM].csv
SP01,1,10,4,"(10,4)",94,0.28842522416580924,288.42522416580925,0.26812727847685874,268.12727847685875,0.26812727847685874,268.12727847685875,0.278276251321334,278.276251321334,valid_crossing,valid_crossing,valid_both,step_5&6 [PQ57601w11_SP _ 10 4    _Subsite_1__Subsite_  (94) ; 6_17_2026 3_54_19 PM].csv,step_9&10 [PQ57601w11_SP _ 10 4    _Subsite_1__Subsite_  (94) ; 6_17_2026 3_54_24 PM].csv,E:\IHP_POSTprocess\WTP\SP01\step_5&6 [PQ57601w11_SP _ 10 4    _Subsite_1__Subsite_  (94) ; 6_17_2026 3_54_19 PM].csv,E:\IHP_POSTprocess\WTP\SP01\step_9&10 [PQ57601w11_SP _ 10 4    _Subsite_1__Subsite_  (94) ; 6_17_2026 3_54_24 PM].csv
SP01,1,10,7,"(10,7)",186,0.2872323497043118,287.2323497043118,0.2877030446767305,287.70304467673054,0.2872323497043118,287.2323497043118,0.2874676971905211,287.4676971905211,valid_crossing,valid_crossing,valid_both,step_5&6 [PQ57601w11_SP _ 10 7    _Subsite_1__Subsite_  (186) ; 6_17_2026 4_19_14 PM].csv,step_9&10 [PQ57601w11_SP _ 10 7    _Subsite_1__Subsite_  (186) ; 6_17_2026 4_19_19 PM].csv,E:\IHP_POSTprocess\WTP\SP01\step_5&6 [PQ57601w11_SP _ 10 7    _Subsite_1__Subsite_  (186) ; 6_17_2026 4_19_14 PM].csv,E:\IHP_POSTprocess\WTP\SP01\step_9&10 [PQ57601w11_SP _ 10 7    _Subsite_1__Subsite_  (186) ; 6_17_2026 4_19_19 PM].csv
SP01,1,15,2,"(15,2)",48,0.2881313312622715,288.1313312622715,0.30808195043307707,308.08195043307705,0.2881313312622715,288.1313312622715,0.29810664084767424,298.10664084767427,valid_crossing,valid_crossing,valid_both,step_5&6 [PQ57601w11_SP _ 15 2    _Subsite_1__Subsite_  (48) ; 6_17_2026 3_41_53 PM].csv,step_9&10 [PQ57601w11_SP _ 15 2    _Subsite_1__Subsite_  (48) ; 6_17_2026 3_41_59 PM].csv,E:\IHP_POSTprocess\WTP\SP01\step_5&6 [PQ57601w11_SP _ 15 2    _Subsite_1__Subsite_  (48) ; 6_17_2026 3_41_53 PM].csv,E:\IHP_POSTprocess\WTP\SP01\step_9&10 [PQ57601w11_SP _ 15 2    _Subsite_1__Subsite_  (48) ; 6_17_2026 3_41_59 PM].csv
SP01,1,15,4,"(15,4)",117,0.2677024216727607,267.7024216727607,0.24727716896955,247.27716896955,0.24727716896955,247.27716896955,0.25748979532115535,257.4897953211553,valid_crossing,valid_crossing,valid_both,step_5&6 [PQ57601w11_SP _ 15 4    _Subsite_1__Subsite_  (117) ; 6_17_2026 4_00_34 PM].csv,step_9&10 [PQ57601w11_SP _ 15 4    _Subsite_1__Subsite_  (117) ; 6_17_2026 4_00_39 PM].csv,E:\IHP_POSTprocess\WTP\SP01\step_5&6 [PQ57601w11_SP _ 15 4    _Subsite_1__Subsite_  (117) ; 6_17_2026 4_00_34 PM].csv,E:\IHP_POSTprocess\WTP\SP01\step_9&10 [PQ57601w11_SP _ 15 4    _Subsite_1__Subsite_  (117) ; 6_17_2026 4_00_39 PM].csv
SP01,1,15,6,"(15,6)",163,0.22687825122314495,226.87825122314496,0.28777155443804336,287.7715544380434,0.22687825122314495,226.87825122314496,0.25732490283059417,257.32490283059417,valid_crossing,valid_crossing,valid_both,step_5&6 [PQ57601w11_SP _ 15 6    _Subsite_1__Subsite_  (163) ; 6_17_2026 4_13_02 PM].csv,step_9&10 [PQ57601w11_SP _ 15 6    _Subsite_1__Subsite_  (163) ; 6_17_2026 4_13_07 PM].csv,E:\IHP_POSTprocess\WTP\SP01\step_5&6 [PQ57601w11_SP _ 15 6    _Subsite_1__Subsite_  (163) ; 6_17_2026 4_13_02 PM].csv,E:\IHP_POSTprocess\WTP\SP01\step_9&10 [PQ57601w11_SP _ 15 6    _Subsite_1__Subsite_  (163) ; 6_17_2026 4_13_07 PM].csv
SP02,2,5,2,"(5,2)",3,0.30847392476640895,308.47392476640897,0.3275828199282803,327.5828199282803,0.30847392476640895,308.47392476640897,0.3180283723473446,318.0283723473446,valid_crossing,valid_crossing,valid_both,step_5&6 [PQ57601w11_SP _ 5 2    _Subsite_2__Subsite_  (3) ; 6_17_2026 3_29_45 PM].csv,step_9&10 [PQ57601w11_SP _ 5 2    _Subsite_2__Subsite_  (3) ; 6_17_2026 3_29_50 PM].csv,E:\IHP_POSTprocess\WTP\SP02\step_5&6 [PQ57601w11_SP _ 5 2    _Subsite_2__Subsite_  (3) ; 6_17_2026 3_29_45 PM].csv,E:\IHP_POSTprocess\WTP\SP02\step_9&10 [PQ57601w11_SP _ 5 2    _Subsite_2__Subsite_  (3) ; 6_17_2026 3_29_50 PM].csv
SP02,2,5,4,"(5,4)",72,0.32852824921709145,328.52824921709146,0.2881577288595811,288.1577288595811,0.2881577288595811,288.1577288595811,0.30834298903833623,308.3429890383362,valid_crossing,valid_crossing,valid_both,step_5&6 [PQ57601w11_SP _ 5 4    _Subsite_2__Subsite_  (72) ; 6_17_2026 3_48_24 PM].csv,step_9&10 [PQ57601w11_SP _ 5 4    _Subsite_2__Subsite_  (72) ; 6_17_2026 3_48_29 PM].csv,E:\IHP_POSTprocess\WTP\SP02\step_5&6 [PQ57601w11_SP _ 5 4    _Subsite_2__Subsite_  (72) ; 6_17_2026 3_48_24 PM].csv,E:\IHP_POSTprocess\WTP\SP02\step_9&10 [PQ57601w11_SP _ 5 4    _Subsite_2__Subsite_  (72) ; 6_17_2026 3_48_29 PM].csv
SP02,2,5,6,"(5,6)",141,0.3292230227398172,329.22302273981717,0.34806480286853425,348.06480286853423,0.3292230227398172,329.22302273981717,0.3386439128041757,338.6439128041757,valid_crossing,valid_crossing,valid_both,step_5&6 [PQ57601w11_SP _ 5 6    _Subsite_2__Subsite_  (141) ; 6_17_2026 4_07_05 PM].csv,step_9&10 [PQ57601w11_SP _ 5 6    _Subsite_2__Subsite_  (141) ; 6_17_2026 4_07_10 PM].csv,E:\IHP_POSTprocess\WTP\SP02\step_5&6 [PQ57601w11_SP _ 5 6    _Subsite_2__Subsite_  (141) ; 6_17_2026 4_07_05 PM].csv,E:\IHP_POSTprocess\WTP\SP02\step_9&10 [PQ57601w11_SP _ 5 6    _Subsite_2__Subsite_  (141) ; 6_17_2026 4_07_10 PM].csv
SP02,2,10,2,"(10,2)",26,0.34853064877301204,348.53064877301205,0.32707886413492615,327.07886413492616,0.32707886413492615,327.07886413492616,0.3378047564539691,337.8047564539691,valid_crossing,valid_crossing,valid_both,step_5&6 [PQ57601w11_SP _ 10 2    _Subsite_2__Subsite_  (26) ; 6_17_2026 3_35_55 PM].csv,step_9&10 [PQ57601w11_SP _ 10 2    _Subsite_2__Subsite_  (26) ; 6_17_2026 3_36_00 PM].csv,E:\IHP_POSTprocess\WTP\SP02\step_5&6 [PQ57601w11_SP _ 10 2    _Subsite_2__Subsite_  (26) ; 6_17_2026 3_35_55 PM].csv,E:\IHP_POSTprocess\WTP\SP02\step_9&10 [PQ57601w11_SP _ 10 2    _Subsite_2__Subsite_  (26) ; 6_17_2026 3_36_00 PM].csv
SP02,2,10,4,"(10,4)",95,0.3506650964891813,350.66509648918134,0.26892065457366193,268.9206545736619,0.26892065457366193,268.9206545736619,0.30979287553142165,309.79287553142166,valid_crossing,valid_crossing,valid_both,step_5&6 [PQ57601w11_SP _ 10 4    _Subsite_2__Subsite_  (95) ; 6_17_2026 3_54_35 PM].csv,step_9&10 [PQ57601w11_SP _ 10 4    _Subsite_2__Subsite_  (95) ; 6_17_2026 3_54_41 PM].csv,E:\IHP_POSTprocess\WTP\SP02\step_5&6 [PQ57601w11_SP _ 10 4    _Subsite_2__Subsite_  (95) ; 6_17_2026 3_54_35 PM].csv,E:\IHP_POSTprocess\WTP\SP02\step_9&10 [PQ57601w11_SP _ 10 4    _Subsite_2__Subsite_  (95) ; 6_17_2026 3_54_41 PM].csv
SP02,2,10,7,"(10,7)",187,0.34818405032185584,348.18405032185586,0.3286232223366824,328.6232223366824,0.3286232223366824,328.6232223366824,0.3384036363292691,338.40363632926915,valid_crossing,valid_crossing,valid_both,step_5&6 [PQ57601w11_SP _ 10 7    _Subsite_2__Subsite_  (187) ; 6_17_2026 4_19_30 PM].csv,step_9&10 [PQ57601w11_SP _ 10 7    _Subsite_2__Subsite_  (187) ; 6_17_2026 4_19_35 PM].csv,E:\IHP_POSTprocess\WTP\SP02\step_5&6 [PQ57601w11_SP _ 10 7    _Subsite_2__Subsite_  (187) ; 6_17_2026 4_19_30 PM].csv,E:\IHP_POSTprocess\WTP\SP02\step_9&10 [PQ57601w11_SP _ 10 7    _Subsite_2__Subsite_  (187) ; 6_17_2026 4_19_35 PM].csv
SP02,2,15,2,"(15,2)",49,0.30913609497558925,309.13609497558923,0.2881765367624115,288.1765367624115,0.2881765367624115,288.1765367624115,0.2986563158690004,298.65631586900037,valid_crossing,valid_crossing,valid_both,step_5&6 [PQ57601w11_SP _ 15 2    _Subsite_2__Subsite_  (49) ; 6_17_2026 3_42_10 PM].csv,step_9&10 [PQ57601w11_SP _ 15 2    _Subsite_2__Subsite_  (49) ; 6_17_2026 3_42_15 PM].csv,E:\IHP_POSTprocess\WTP\SP02\step_5&6 [PQ57601w11_SP _ 15 2    _Subsite_2__Subsite_  (49) ; 6_17_2026 3_42_10 PM].csv,E:\IHP_POSTprocess\WTP\SP02\step_9&10 [PQ57601w11_SP _ 15 2    _Subsite_2__Subsite_  (49) ; 6_17_2026 3_42_15 PM].csv
SP02,2,15,4,"(15,4)",118,0.5478063315588637,547.8063315588637,,,0.5478063315588637,547.8063315588637,0.5478063315588637,547.8063315588637,valid_crossing,already_high,valid_one_direction,step_5&6 [PQ57601w11_SP _ 15 4    _Subsite_2__Subsite_  (118) ; 6_17_2026 4_00_50 PM].csv,step_9&10 [PQ57601w11_SP _ 15 4    _Subsite_2__Subsite_  (118) ; 6_17_2026 4_00_55 PM].csv,E:\IHP_POSTprocess\WTP\SP02\step_5&6 [PQ57601w11_SP _ 15 4    _Subsite_2__Subsite_  (118) ; 6_17_2026 4_00_50 PM].csv,E:\IHP_POSTprocess\WTP\SP02\step_9&10 [PQ57601w11_SP _ 15 4    _Subsite_2__Subsite_  (118) ; 6_17_2026 4_00_55 PM].csv
SP02,2,15,6,"(15,6)",164,0.30884635841926,308.84635841926,0.30861584135361686,308.6158413536169,0.30861584135361686,308.6158413536169,0.30873109988643843,308.7310998864384,valid_crossing,valid_crossing,valid_both,step_5&6 [PQ57601w11_SP _ 15 6    _Subsite_2__Subsite_  (164) ; 6_17_2026 4_13_18 PM].csv,step_9&10 [PQ57601w11_SP _ 15 6    _Subsite_2__Subsite_  (164) ; 6_17_2026 4_13_23 PM].csv,E:\IHP_POSTprocess\WTP\SP02\step_5&6 [PQ57601w11_SP _ 15 6    _Subsite_2__Subsite_  (164) ; 6_17_2026 4_13_18 PM].csv,E:\IHP_POSTprocess\WTP\SP02\step_9&10 [PQ57601w11_SP _ 15 6    _Subsite_2__Subsite_  (164) ; 6_17_2026 4_13_23 PM].csv
SP03,3,5,2,"(5,2)",4,0.5354916157770533,535.4916157770533,0.2700192817828053,270.0192817828053,0.2700192817828053,270.0192817828053,0.4027554487799293,402.7554487799293,valid_crossing,valid_crossing,valid_both,step_5&6 [PQ57601w11_SP _ 5 2    _Subsite_3__Subsite_  (4) ; 6_17_2026 3_30_01 PM].csv,step_9&10 [PQ57601w11_SP _ 5 2    _Subsite_3__Subsite_  (4) ; 6_17_2026 3_30_06 PM].csv,E:\IHP_POSTprocess\WTP\SP03\step_5&6 [PQ57601w11_SP _ 5 2    _Subsite_3__Subsite_  (4) ; 6_17_2026 3_30_01 PM].csv,E:\IHP_POSTprocess\WTP\SP03\step_9&10 [PQ57601w11_SP _ 5 2    _Subsite_3__Subsite_  (4) ; 6_17_2026 3_30_06 PM].csv
SP03,3,5,4,"(5,4)",73,0.2876523274045001,287.6523274045001,0.14889757471384668,148.8975747138467,0.14889757471384668,148.8975747138467,0.21827495105917338,218.2749510591734,valid_crossing,valid_crossing,valid_both,step_5&6 [PQ57601w11_SP _ 5 4    _Subsite_3__Subsite_  (73) ; 6_17_2026 3_48_40 PM].csv,step_9&10 [PQ57601w11_SP _ 5 4    _Subsite_3__Subsite_  (73) ; 6_17_2026 3_48_46 PM].csv,E:\IHP_POSTprocess\WTP\SP03\step_5&6 [PQ57601w11_SP _ 5 4    _Subsite_3__Subsite_  (73) ; 6_17_2026 3_48_40 PM].csv,E:\IHP_POSTprocess\WTP\SP03\step_9&10 [PQ57601w11_SP _ 5 4    _Subsite_3__Subsite_  (73) ; 6_17_2026 3_48_46 PM].csv
SP03,3,5,6,"(5,6)",142,0.22749350532241513,227.49350532241513,0.22797807770433143,227.97807770433144,0.22749350532241513,227.49350532241513,0.22773579151337328,227.73579151337327,valid_crossing,valid_crossing,valid_both,step_5&6 [PQ57601w11_SP _ 5 6    _Subsite_3__Subsite_  (142) ; 6_17_2026 4_07_22 PM].csv,step_9&10 [PQ57601w11_SP _ 5 6    _Subsite_3__Subsite_  (142) ; 6_17_2026 4_07_27 PM].csv,E:\IHP_POSTprocess\WTP\SP03\step_5&6 [PQ57601w11_SP _ 5 6    _Subsite_3__Subsite_  (142) ; 6_17_2026 4_07_22 PM].csv,E:\IHP_POSTprocess\WTP\SP03\step_9&10 [PQ57601w11_SP _ 5 6    _Subsite_3__Subsite_  (142) ; 6_17_2026 4_07_27 PM].csv
SP03,3,10,2,"(10,2)",27,0.22795678967416358,227.9567896741636,0.18758778481611044,187.58778481611043,0.18758778481611044,187.58778481611043,0.20777228724513702,207.77228724513702,valid_crossing,valid_crossing,valid_both,step_5&6 [PQ57601w11_SP _ 10 2    _Subsite_3__Subsite_  (27) ; 6_17_2026 3_36_11 PM].csv,step_9&10 [PQ57601w11_SP _ 10 2    _Subsite_3__Subsite_  (27) ; 6_17_2026 3_36_17 PM].csv,E:\IHP_POSTprocess\WTP\SP03\step_5&6 [PQ57601w11_SP _ 10 2    _Subsite_3__Subsite_  (27) ; 6_17_2026 3_36_11 PM].csv,E:\IHP_POSTprocess\WTP\SP03\step_9&10 [PQ57601w11_SP _ 10 2    _Subsite_3__Subsite_  (27) ; 6_17_2026 3_36_17 PM].csv
SP03,3,10,4,"(10,4)",96,0.22828342459786258,228.2834245978626,0.2280830542641031,228.0830542641031,0.2280830542641031,228.0830542641031,0.22818323943098284,228.18323943098284,valid_crossing,valid_crossing,valid_both,step_5&6 [PQ57601w11_SP _ 10 4    _Subsite_3__Subsite_  (96) ; 6_17_2026 3_54_52 PM].csv,step_9&10 [PQ57601w11_SP _ 10 4    _Subsite_3__Subsite_  (96) ; 6_17_2026 3_54_57 PM].csv,E:\IHP_POSTprocess\WTP\SP03\step_5&6 [PQ57601w11_SP _ 10 4    _Subsite_3__Subsite_  (96) ; 6_17_2026 3_54_52 PM].csv,E:\IHP_POSTprocess\WTP\SP03\step_9&10 [PQ57601w11_SP _ 10 4    _Subsite_3__Subsite_  (96) ; 6_17_2026 3_54_57 PM].csv
SP03,3,10,7,"(10,7)",188,0.28756749592384157,287.5674959238416,0.2281425973727177,228.1425973727177,0.2281425973727177,228.1425973727177,0.25785504664827963,257.85504664827965,valid_crossing,valid_crossing,valid_both,step_5&6 [PQ57601w11_SP _ 10 7    _Subsite_3__Subsite_  (188) ; 6_17_2026 4_19_45 PM].csv,step_9&10 [PQ57601w11_SP _ 10 7    _Subsite_3__Subsite_  (188) ; 6_17_2026 4_19_51 PM].csv,E:\IHP_POSTprocess\WTP\SP03\step_5&6 [PQ57601w11_SP _ 10 7    _Subsite_3__Subsite_  (188) ; 6_17_2026 4_19_45 PM].csv,E:\IHP_POSTprocess\WTP\SP03\step_9&10 [PQ57601w11_SP _ 10 7    _Subsite_3__Subsite_  (188) ; 6_17_2026 4_19_51 PM].csv
SP03,3,15,2,"(15,2)",50,0.20768641406740632,207.6864140674063,0.24821048047037397,248.21048047037397,0.20768641406740632,207.6864140674063,0.22794844726889013,227.94844726889013,valid_crossing,valid_crossing,valid_both,step_5&6 [PQ57601w11_SP _ 15 2    _Subsite_3__Subsite_  (50) ; 6_17_2026 3_42_26 PM].csv,step_9&10 [PQ57601w11_SP _ 15 2    _Subsite_3__Subsite_  (50) ; 6_17_2026 3_42_31 PM].csv,E:\IHP_POSTprocess\WTP\SP03\step_5&6 [PQ57601w11_SP _ 15 2    _Subsite_3__Subsite_  (50) ; 6_17_2026 3_42_26 PM].csv,E:\IHP_POSTprocess\WTP\SP03\step_9&10 [PQ57601w11_SP _ 15 2    _Subsite_3__Subsite_  (50) ; 6_17_2026 3_42_31 PM].csv
